artist,album,track
Playboi Carti,Playboi Carti,Had 2
Playboi Carti,Die Lit,Foreign
Playboi Carti,Playboi Carti,Other Shit
Playboi Carti,Die Lit,Pull Up
Post Malone,beerbongs & bentleys,Rich & Sad
Post Malone,Stoney,I Fall Apart
Post Malone,beerbongs & bentleys,92 Explorer
Post Malone,Stoney,Go Flex
Post Malone,beerbongs & bentleys,Candy Paint
Post Malone,Stoney,Patient
Post Malone,beerbongs & bentleys,Paranoid
Post Malone,beerbongs & bentleys,Zack and Codeine
Post Malone,beerbongs & bentleys,Better Now
Post Malone,beerbongs & bentleys,Sugar Wraith
Post Malone,Stoney,Leave
Post Malone,beerbongs & bentleys,Blame It On Me
Post Malone,Stoney,Hit This Hard
Post Malone,beerbongs & bentleys,Over Now
Post Malone,beerbongs & bentleys,Takin' Shots
Post Malone,Stoney,Up There
Post Malone,beerbongs & bentleys,Jonestown (Interlude)
Post Malone,Stoney,Too Young
Post Malone,Stoney,No Option
Post Malone,Stoney,Broken Whiskey Glass
Russ,There's Really A Wolf,Ride Slow
Russ,There's Really A Wolf,Emergency
Russ,There's Really A Wolf,Back To You
Russ,There's Really A Wolf,Cherry Hill
Russ,There's Really A Wolf,One More Shot
Russ,There's Really A Wolf,I Wanna Go Down With You
Russ,There's Really A Wolf,I'm Here
Russ,There's Really A Wolf,MVP
Russ,There's Really A Wolf,Losin Control
Russ,There's Really A Wolf,Scared
Russ,There's Really A Wolf,No Turning Back
Russ,There's Really A Wolf,Family & Friends
Russ,There's Really A Wolf,Me You
Russ,There's Really A Wolf,Pull the Trigger
Russ,There's Really A Wolf,What They Want
Russ,There's Really A Wolf,The Stakeout
Russ,There's Really A Wolf,Act Now
Russ,There's Really A Wolf,Don’t Lie
Russ,There's Really A Wolf,Got This
Russ,There's Really A Wolf,Do It Myself
Wiz Khalifa,Rolling Papers 2,It's on You
Wiz Khalifa,Rolling Papers 2,Goin Hard
Wiz Khalifa,Rolling Papers 2,420 Freestyle
Wiz Khalifa,Rolling Papers 2,B Ok
Wiz Khalifa,"Laugh Now, Fly Later",Letterman
Wiz Khalifa,Rolling Papers 2,Holyfield
Wiz Khalifa,"Laugh Now, Fly Later",City Of Steel
Wiz Khalifa,"Laugh Now, Fly Later",No Dirt
Wiz Khalifa,Rolling Papers 2,Late Night Messages
Wiz Khalifa,"Laugh Now, Fly Later",Figure It Out
Wiz Khalifa,"Laugh Now, Fly Later",Long Way To Go
Wiz Khalifa,"Laugh Now, Fly Later",Plane 4 U
Wiz Khalifa,Rolling Papers 2,Bootsy Bellows
Wiz Khalifa,Rolling Papers 2,Very Special
Wiz Khalifa,"Laugh Now, Fly Later",Stay Focused
Wiz Khalifa,"Laugh Now, Fly Later",Global Access
Wiz Khalifa,Rolling Papers 2,Ocean
Wiz Khalifa,"Laugh Now, Fly Later",Weed Farm
Wiz Khalifa,Rolling Papers 2,King
Wiz Khalifa,Rolling Papers 2,Hot Now
YoungBoy Never Broke Again,AI YoungBoy,Have You Ever
YoungBoy Never Broke Again,Until Death Call My Name,Outside Today
YoungBoy Never Broke Again,AI YoungBoy,Ride On Em
YoungBoy Never Broke Again,AI YoungBoy,Murda Gang
YoungBoy Never Broke Again,Until Death Call My Name,Rags To Riches
YoungBoy Never Broke Again,AI YoungBoy,Trappin
YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,Dropout
YoungBoy Never Broke Again,AI YoungBoy,Untouchable
YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,Drawing Symbols
YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,Can't Be Saved
YoungBoy Never Broke Again,Until Death Call My Name,Worth It
YoungBoy Never Broke Again,Until Death Call My Name,Preach
YoungBoy Never Broke Again,Decided,338
YoungBoy Never Broke Again,Decided,No Mentions
YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,Change (4 Freedom)
YoungBoy Never Broke Again,Decided,No Love
YoungBoy Never Broke Again,AI YoungBoy,Left Hand Right Hand
YoungBoy Never Broke Again,Until Death Call My Name,Astronaut Kid
YoungBoy Never Broke Again,AI YoungBoy,No. 9
YoungBoy Never Broke Again,Until Death Call My Name,Villain
